State_California,State_New_York,Type_of_organization_BSO,Type_of_organization_BSR,Type_of_organization_EDU,Type_of_organization_GOV,Type_of_organization_MED,Total_Records,Information_Source_California_Attorney_General,Information_Source_Databreaches_net,Information_Source_Dataloss_DB,Information_Source_Media,Information_Source_PHIPrivacy_net,Information_Source_US_Department_of_Health_and_Human_Services,Year_of_Breach_2006,Year_of_Breach_2007,Year_of_Breach_2010,Year_of_Breach_2011,Year_of_Breach_2012,Year_of_Breach_2013,Year_of_Breach_2014,Year_of_Breach_2015,Year_of_Breach_2016,Year_of_Breach_2017,target
0,0,0,0,1,0,0,415,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,4285,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,44023,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,600,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,3000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1400,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,268000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,12000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Cyber
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,45000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,7000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,1,0,0,0,0,0,22634,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,42000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,21000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,8000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,1500,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,0,0,0,800,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,400,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Cyber
0,0,0,1,0,0,0,1092,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,270,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Cyber
1,0,0,0,0,0,0,578,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,337000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,10501,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,219,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,2800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,80124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,1200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,1,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,6440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,3437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,1,0,0,0,0,202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,1,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,260000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,4250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,29800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,1,0,0,0,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,1279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,35000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,18432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,3.00E+05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,38000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,4733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,1006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,1,0,0,0,0,1004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,226000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,0,0,0,0,1,798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,3100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,4300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,2900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,1,0,0,30000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,1,0,0,3500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,321000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,37000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,1,0,0,0,0,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,3000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,103000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,8800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,11500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,1,0,0,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,0,0,1,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,6600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,4800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,4200000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,74256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,1.00E+06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,1400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,1,0,0,0,0,51000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,4359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,38000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,70000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,56000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,28168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,1,0,0,0,0,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,128000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,71000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,0,0,1,49841,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,6488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,7000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,2100000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,7.00E+05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,2.00E+05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,530,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,9500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,1800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,1,0,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,0,0,1,88000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,6313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,1800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,1,0,0,0,0,80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,1,0,0,0,0,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,70000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,19000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,1,0,0,3569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,45500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,2100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,4700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,0,0,1,0,0,72000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,6200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,7000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,2200000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,11300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,1,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,57160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,1,0,0,0,0,17241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,1,0,0,0,119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,51000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,2035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,1800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,55000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,10219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,5100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,4700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,2500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,47000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,2500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,42000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,23000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,1,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,128000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,20400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,2815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,202000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,9100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,2600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,0,1.70E+07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,108000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,92095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,2845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,2600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,4259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,1,0,0,13800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,0,1,0,0,0,98930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
